text_akhir,polarity_score,polarity
gw game udah bagus segi grafik stoy gameplay udah mantep yg gw suka update memperbaharui pengaturan mulumana san mb player yg wifi tinggal desa yg jarang wifi menyiksa pake paket data depelover tolong update mulu kalo emang aset diunduh event suruh download update version tolong diperbaiki thanks,-4,negative
tolong sistem yg efektif khususmy player yg bermain krna mendownload ulang download aset memakan edit nice updatean lancar lambat wifi kencang peningkatan bagus mihoyo,3,positive
mohon secepatnya fitur riwayat dialog story apho part sehari udah terbaca layar tersentuh baca mohon diperbaiki secepatnya enak tugas event ancaman dialog story diulang terlewatkan btw bronya silverwing bagus banget sumpah,-3,negative
game play grafis story bagus point tingkat peforma game bermain event quest memiliki story berat mengalami lag yg menggangu game play mohon tingkat hoyoverse,6,positive
game bagus gameplaynya lancar ram grafisnya mantapdan enak kontrolnya simpel spontan main enak segi story bagus kadang boring musuhnya pola serang karakter musuh terlalumonoton gamenya mantep cuy size dikecilin dikit game mobile gb lumayan,0,neutral
gameplay bagus storylinenya keren banget mode serunya recomended banget deh ngeluhin download data sebenernya dipas update notifikasi download full datacgihddll mode hematnya,-3,negative
aichan menemukan bug text game yg tulisan text logo shortcut nyamobon perbaiki bug sayakami mengerti maksud shortcut game like please fix bug aichan,5,positive
bermain setahun menikmati game suka tolong kedepannya mini open world cerita utama menurutku membosankan karna bolak map tersesat cerita open world ch apho markas shicsal sakura samsara tolong fitur dimana mengulang misi story cerita terlewat memainkannya karna fitur,-14,negative
game cacatnya overall best oke cacat kekurangan yg fatal stamina tolong prosedur pemakaian perolehan stamina perbaiki cost stamina stage mahal pendapatan stamina perharinya tolong player free play tolong perhatikan teman yg berhenti main seret item bagus player free play,5,positive
bikin gameplay utama apho seru bikin musuh intens bertarung udara blockparry animation blocknya chasingdashdll klo gedein hp musuh ganti type mebosankan monoton,-12,negative
hai aicwan gamenya bagus segi grafik gameplay dll ok permasalahannya memperbarui pengaturan jaringan setabil ngulang gini aja kapten memakai wifi paket data sinyalnya lancarstabil ambil contoh aja memakai axis sinyalnya leletnya ampun download mb butuh menitan kadang tolong fix kapten game rilis kecewa,0,neutral
part ramah fp pergeseran meta cepat valkyrie rank versi berturutturut versi story menarik system gacha bagus part part tulisannya pity rapi drop rate rank dinaikin rank sulit peroleh part menikmati storynya bagus lha part story bagus optimasi sistem ampas gacha persulit main part bikin pensi game sepi,-12,negative
cerita konsep open world main story part bagus optimalisasinya lagging bermain eksplorasi mengganggu mengurangi keseruan bermain combat cerita suka bentuk lag frame drop menjalankan,1,positive
sorry ratting turunin kecewa part menurun contohnya sistem gacha diturunin sulit rank mentok males save crystal dibutuhkan udah main pengen pensi gara sistem barunya ramah,-25,negative
memperbaharui data loading masuk ngestuck mulu neh ai chan mw selesai ngunduh gitu ane nunggu ampe ber jam koneksi lancar download lancar ajha cuman pas mengunduh data terbaru game ngestuck mulu ane tau update new version udah gini ngestuck mulu pas login pas loading data kali nunggu seminggu sebulan fix keburu kelar event moga epat fix dah bug ama trims,6,positive
challenge sulit mengedepankan meta animasi sistem kombat variatif impactful bikin betah maininnya unsur kompetitif mengiringinya kesan punishing rewarding pribadi memuaskan tau performansi playerplayer langkah dev mengurangi harga tingkat kerandoman gachanya significantly versi langkah bagus mengoptimalkan keberadaan challenge yg meta heavy,6,positive
grafik video cgcharacter bagus udah character skill klo level bagus bgt op cuman ny perangkat perangkat model versi terbaru bug sampai² update perangkat bug tombol pencet panduan main lag tolong koreksi,2,positive
habis update v gameplay nggk nyaman event bagus gameplay ngelagpatah²nya bertambah grafik udah low fps kumatiin nyelesain dirac sea aja jam lantai gara gara masuk game update nggk sampe kayak gini gimana si,-14,negative
hp spesifikasi perangkat menengah kalo lancar minimal menengah midlow jg klo kirikecuali ow pasca honkai game action rpgarpg mobile system combat terbaik setahu gw cerita menarik rada lesbi minimun size gbini cg voice full gb saran player hp kentank setting wajib kiri hindari main pasca honkai klo storage dikit ush unduh cg voice dll,-2,negative
segi gameplay grafik event udah mantap banget kasih bintang gua liat cg yg gua dapet suka frame berat kalo gameplay gk masalh tp pas gua cek cg gk banget ditarik hp hp gua kuat bet mihoyo tolong diup aja gw ntar kalo udah kek gw jadiin bintang,-3,negative
keren cuy event sampe bingung nyelesaiin yg wkwkwk cerita cg seru pengen tau lanjutan ceritanya ditambah versi pcnya membantu hape kiri versi pc ngerasain kanannya nih game terima kasih gamenya mihoyo,1,positive
kak berjam download aset gb gb al hasil menghubungkan jaringan wifi data ttp stuck wifi mb detik datapun iini kak sarannya main tp kejadian melulu seharian nungguin doang,-3,negative
pen back maen hi kecewa tiba² ukuran aplikasinya x yg dulunya unduh data game cuman gb skrng gb yah maklumi penambahan fiturmode story sisanya bagus,3,positive
mantapudah donlod berkali kali gonta ganti hp tetep aja bikin puas cuman yg memuaskan kalo update lambat play store bikin maen stamina dikitmakin level pake stamina tolong pasca honkai diperbaiki maen pasca honkai lag pas maen yg story open world pasca honkai lancar,23,positive
pengisian energinya dikurangi penggunaan energi battle tolong dikurangi boros harga jual item supply tolong dikurangi perbanyak karakter event selebihnya game bagus,1,positive
berterima kasih beberap update memuaskan mengadakan event event menarik segi grafik animasi efeknya gk bagus memiliki komplain pertarungan terkena bug karakter tenggelam lantai terima kasih,-5,negative
sinyal parah tau wifi komandan haha apain dikit komandan sinyalnya ngk ketemu player kali gamenya cuman chat coop gua suka game kadang masuk butuh berupah pikiran males bukaknya trus game pengen main keingat kejadian yah gmana game aslinya seru best,-11,negative
gamenya bagus bug menyebabkan gambar corrupt diberandanya jg mengganti character yg beranda berulang kali dicoba dibagian membingungkan pakai bahasa indo yg tertranslate bahasa indo yg bahasa inggris disengaja file terdownload berharap developer memperbaiki terima kasih,-17,negative
game yg lumayan bagusgamplay yg mudhgrafik bagus server gk bermasalah kadang stuck gk login kekurangan update ruangjadi memakan ruang dh aja truslah berkembang player senang thx,-6,negative
bagus cuy game ny tpi part ny berat banget bikin frame drop cerita sad yg part bikin hp ngeframe full size gb bug quest hilang tolong perbaiki,-7,negative
game bagus grafiknya dah bagusstandar event si bilang setadar komen hero bermainnya dah bagus hero tutorialnya kecewa senang maklumi cerita dah bagus pertarungannya main teman kecewa pvp teman aja ulasan semangat pembuat game berkembang,-5,negative
kasih bintang karna musick lobi nyala bug gimana tolong perbaiki music suara suara karakter dengar suara yg music efek ultimet kedengeran tolong perbaiki,13,positive
overall game favorit gua minesnya size si kalo filenya dipisah voice valkyrie tampilan model valkyrie senjata dll jdi player memilih aja yg emang didownload sesuai valkyrie senjata aja yg digunain jdi makan memori sekedar saran developer kru paham gamenya,8,positive
mengecewakan sistem gacha diubah sulit valkyrie terbaru mentok pity mode end game valkyrie limited mentok pity adaptasi peralihan sistem banner mentok pity kembalikan sistem merugikan player,-22,negative
disuruh download tp jaringan ditemukan udah pake wifi ram hp g ram hp berat game berat kasian pemain yg hp kuat contohnya dah main trus pengen main pemain gratisan gratisan enak kayak ngasih kritik semangat trus dev semoga kedepan game,-14,negative
ni game cobak penyimpanannya gb gb gitu hp kentang pass player main suruh download gb nyaman minimal pass main suruh download data gb pass udah selesai tutorial kasih pemberitahuan download datanya gb wifi kouta internet gb mainkan,-8,negative
kecewa update fiturnya berbeda seakan² honkai ceritanya udah beda pecintai honkai impact puas tampilan pertempuran tombolnya susah tekan layoutnya berbeda honkai impact hi biarkan hi aplikasi pemain hi menikmati cerita hi,-19,negative
game udah bagus segi cerita gameplay selesai menyelesaikan stage karakter ekspresi dikarakter aja yg download data ngebug download cg gk tertulis error,-15,negative
jujur kecewa main game game rilis indo suka grafik game playnya tp semenjak update versi kecewa buka game susah berat membutuhkan sinyal yg kuat tdk versi yg buka ditempat yg minim sinyal lancar tolonglah aichan kampret perbaiki monthly card gua jd angus tai gara buka gamenya susah ujung g kebuka,-15,negative
kali main tetep seru fiturfitur memudahkan pengguna peta sakura samsara sungai arah bamboo forest bug melewati jembatan terkadang mengarahkan valkyrie tebing deoan jembataj menembus peta tepatnya petanya jarang memuaskan,5,positive
pas main tibatiba error force close buka hi eh blank hapus download gamenya datadatanya tetep aja blank sinyal stabil wifi mupun jaringan,-3,negative
update kekurangan bug player hi males main login via game kadang gunain sinyal kbd kalo install game pakai harikadang bug menyebabkan download ulang data mb bikin player kerugian kuota mencari wifi harap perbaiki pantau perkembangan keluarin valk buglag,-12,negative
gamenya udah baguss grafik karakter misi tpi yg q gx suka x update kya download lgi diatas gb tolong mihoyo gx berat soallnya pake wifi tpi q yg data seluler berat bngt tolong dimudahkn q dah main game th x update diatas gb trima kasih,2,positive
saranin loading dicepetin kali lipat kecewa developer loadingnya pdahl sy liat grafik bagus tolong yah ikutin saran sayadan game rpg loading pdhl game rpg grafiknya bagus bagus woe tolongggg,-1,negative
game bagus penjelasan hi gameplay oke pencinta gameplay ribet hi solusinya cerita menarik musik mantap bansos game ramah fp kalo kejar full set karakter,12,positive
overall game bgs cobain fix storynya seru animasi wahh eventnya gk kalah seru karakternya yg cantik² cuman menurutku chapter open world diringankan kasihan player² yg main device yg memadai,-4,negative
aksi hack slash cepat beragam bertarung seefisien karakter modis balancing karakter game buruk valkyrie kompetitif kemunculan valkyrie kuat bayangkan betapa kecewanya pemain menginvestasikan uangnya mengembangkan valk favoritnya valknya kadaluarsa versi,-5,negative
weh pliss habis update download aset hd bukanya yg udah ukarannya gb kalo gb gpp dah malahnya tuh paket datakuota download penyimpanan kalo kayak gini males main main,-6,negative
game bagus grafik keren story update pengaturan jdi bikin nunggu login aja si tpi gpp sans aja tpi klo diperbaiki diperbaiki lupa update,1,positive
tolong ai chan gamenya dioptimalisasi pengguna android update alangkah baiknya file² berguna hilang filenya numpuk gb update minimize layar hp menyala habisnya menguras baterai hp panas update layar hp mati,3,positive
mantapmasalah auto next text dialog diperbaikikarena kekuatan digame storynyabiar dinikmati tinggal pengunaan sistem open world storylebih dihilangkangunakan dungeon stage overall goodjob himihoyo,-10,negative
gamenya bagus seru banget grafik bagus nggak ngecewain pas update tolong kayak game sebelah genshin impact unduh asset data latar stuck login bermasalah sekian terima kasih mihoyo,-6,negative
nanya adakah kadang ngak masuk gara gara update settings gw udah kali kejadian gini updatenya selesai ngulang kalinya kejadian tolong developer perbaikin gw udah coba restart pake vpn bkkin g sambungin operator beda clear cache tetep kgk tolong mihoyo diperbaikin gw suka bat ama ni game v,-7,negative
